event,lat_mean,lon_mean
153,0.2750734749,-91.6179229783688
154,0.2766667652507692,-91.61777937164462
155,10.103085310682882,-76.7884320996964
156,64.89659853623392,-24.01529561589217
157,64.8962542124,-24.026704095499998
158,38.3998405002,119.0555099284
159,38.426408337,119.06286432125002
160,55.42546741355555,155.1338985816543
161,56.8062976983,149.81066252375862
162,56.558275461130904,146.89555137526403
163,24.7584859178,119.03067582639999
164,65.717510081,12.4673903758
165,65.7182076389,12.4685949736
166,29.459592806737504,122.6612404121125
167,-34.77557848650977,-57.06881307970678
168,4.1974704291,103.71908601645
169,16.04998945995,73.46664969785
170,56.14291474520887,146.62747341368626
171,19.4811854618,71.7149554035
172,18.13659268332647,72.42127233135882
173,-7.3188500019000005,137.0030391941
174,51.76628723295001,3.0535801313000004
175,51.695729461700004,3.1262354940500003
176,51.729641226199995,3.0583989658
177,51.742336580499995,3.062356755
178,46.476532121,-48.48130347995
179,24.7364139479,118.9708370765
180,36.08185367862892,120.78155866913285
181,57.18841747214483,4.156419390563793
182,57.110644934199996,2.84579798805
183,69.53695574606219,18.46454373852256
184,28.730320599606497,-94.68374134269285
185,28.6908438984,-94.5578680552
186,28.660422936961293,-94.66390669441613
187,18.77855687195636,-92.85545485509272
188,18.77858033455,-92.8548456789
189,2.8087798416,141.6412393782
190,-17.044026106150003,-81.6681389425
191,24.5119796311,52.8287376287
192,67.819102077,13.212190989200002
193,70.08145585625,19.611016088099998
194,70.10585120405,19.5839952085
195,70.10702281847766,19.58161013841064
196,20.9177231508,109.2004814943
197,24.989339529780953,122.04877841591905
198,70.094355038,25.07338615
199,-8.3387676198,76.1103141198
200,24.3588479805,121.8860180921
201,7.4840976645254775,109.61980873989428
202,68.59288652874001,50.348676960435185
203,24.7323707927,119.09741722230001
204,18.431891939,-93.08348761913332
205,34.362966031,128.6857420251
206,-7.860718793799999,62.027605049
207,56.78039504704999,2.1087876182499996
208,56.7805906297,2.1095028068999997
209,54.241129229049996,-165.6137011065
210,34.194563060541995,129.2953769920574
211,34.80258296186265,126.12141890184456
212,34.8026104452,126.1216892192
213,34.8024671497,126.1208665459
214,34.80256198243617,126.12140283400036
215,4.389936563595774,7.355561862897184
216,4.415198072376,7.345644920231999
217,71.3418026151,20.3868062563
218,71.40029864918334,20.40917490754123
219,71.4001345913,20.40938465675
220,71.40031842191293,20.409001765358184
221,71.34267243806042,20.383239505216668
222,38.2017574281,26.4484443893
223,38.2016125549,26.447862814999997
224,38.20248165489362,26.450860615569276
225,38.20275201162791,26.45052287272093
226,40.5099855704,-8.9278637172
227,3.4268200669,141.0137767125
228,3.1349128915,141.2898134201
229,3.0094101964,141.6163342828
230,2.8693079781,141.2581095207
231,3.0021695578,141.6236554755
232,67.82136521817459,13.208975683485562
233,42.3742559988,3.1640059131
234,38.8119670278,120.4911319945
235,36.2027826061,120.9983976
236,3.0864525533000005,141.9639489348
237,55.5335930227,4.9194170552
238,11.9571828951,-17.2051972477
239,-52.443033763,-69.5321791913
240,-52.44908825710001,-69.5343248611
241,33.17149329225,126.41270512189999
242,8.043305519381018,98.89743960069546
243,8.043261778220963,98.89703731944326
244,-2.25440312385,-148.07640612409998
245,-18.016575902279783,-79.57588051911257
246,-17.618869980306958,-80.36373209145086
247,38.13195452269491,26.659547493259872
248,38.13945524971039,26.67368065772196
249,-17.4900558215,173.2699355371
250,16.49731828973714,71.86609526935715
251,-7.8094772298,137.5999897403
252,-8.0886485973,137.1440889534
253,69.5607081548,18.7423733717
254,69.56074922365,18.742421812949996
255,35.89097804583436,15.17034638477598
256,28.76455262635,-90.28187494305
257,36.0473038786099,120.82369903194326
258,39.381701464150446,-75.38037447123718
259,-16.027642504884284,-128.46609027364644
260,33.162991331408,126.40109263531781
261,35.3897360555,126.4066050564
262,35.3893736279,126.4069871912
263,34.82726842980909,128.98760638885454
264,1.3233401482,-4.9720401848
265,54.1474289611253,155.4612945854612
266,54.06528016757195,155.47248706907305
267,54.096510798190394,155.36456177973199
268,5.893649081192684,102.48510220865732
269,5.893930782184033,102.48406396313109
270,-52.44149952582406,-69.53466213709811
271,-52.4413762058,-69.5333958282
272,-52.444890667188524,-69.52784228677376
273,-52.4423552164,-69.5351653975
274,-52.44239593034923,-69.53156261773691
275,-52.44286842056,-69.53777160184
276,-52.44262621321964,-69.53342786280358
277,-52.4420236511,-69.5356210585
278,52.57389810798124,154.088725730675
279,52.49357658393879,154.22477677497326
280,52.578122145539815,154.43537148171063
281,54.17223357604783,155.4795259321461
282,54.1135419619,155.4868775351
283,58.83267944080001,155.5610304571
284,24.6961666503,118.9620454881
285,-61.5336971457,34.814780771
286,-61.5498842004,34.8130723678
287,-17.003844975048903,49.84647379198022
288,-8.6271909451,153.823511596
289,-9.6684830525,155.9551320889
290,24.5254823026,122.08951144485
291,24.465949707,122.2977126833
292,-2.96942087775,-0.10166220485000001
293,-38.2101610526,22.9252188491
294,38.42540809324555,119.06305259978987
295,70.7232435664,22.022101593
296,34.22544097436667,126.07315499159297
297,18.399486856018573,-93.79508466643286
298,-1.559062736594872,-80.81805368910769
299,-1.558794369841573,-80.81776367346181
300,-1.5587814666000002,-80.8177530298
301,-1.5594080303,-80.8183410279
302,-1.558976274,-80.8176155173
303,-1.558651852574107,-80.81780911092947
304,29.732328993212825,122.79413272713953
305,-7.163402760841892,138.77968152572905
306,67.8499109989551,13.253901181429752
307,-53.59157498145001,-70.93230080389999
308,24.7401930801,119.0126148496
309,30.614711315782124,121.73720972836033
310,3.062333578717901,-170.99916197056606
311,30.847814238099996,122.2398773139
312,-41.02453135109195,173.93954315372528
313,34.229725858449996,126.0639405646
314,71.13335739748986,26.225547481901263
315,-0.28521315369399997,-90.84475611212899
316,-0.28501228715125004,-90.84529540117792
317,-0.28486148305000003,-90.84467238024999
318,-0.2848112363,-90.8442649331
319,-12.15503752790921,-77.02708755224079
320,-12.1552122674,-77.0270172024
321,-12.155173284000293,-77.0270060564863
322,-12.15520946,-77.027015047
323,29.446803598733332,-91.29600024289999
324,29.531925186562496,-91.2728253366125
325,29.40115980924476,-91.35327024039786
326,29.4503187019,-91.2925773222
327,1.7535334481444445,-120.94474021775673
328,6.533751259696775,100.06807037236419
329,3.0898353823,6.703538096614815
330,28.131841790704115,-96.70014583037302
331,8.4523635896,81.8123687052
332,28.438081385226315,-94.46951660526842
333,51.52157615280001,1.7161701541499998
334,32.29605254505,34.81875254863125
335,25.35539285425041,126.04653152631488
336,26.120724763344413,127.47228218921882
337,26.037034345398677,127.31636583460997
338,57.04373008185,-6.26900169355
339,5.888207189795652,102.47200442983913
340,5.888193166,102.4719992934
341,20.3440277324,177.1549268102
342,-4.972924741189189,-36.31293328404663
343,-15.4782527778,-132.8835462858
344,10.384563201030039,-61.81537303952205
345,70.06196534695,21.90960214575
346,3.0479689717,141.915292743
347,63.71357681305631,-20.854469967707004
348,11.753629068144066,-15.621440148194068
349,38.16862569018,119.33996981349999
350,-5.612371543881588,119.54529595262053
351,-7.2610282755,138.5011059633
352,-7.280419328721819,138.58798712432605
353,16.10077937935,72.33370553075001
354,-6.8046163303,138.4791534254
355,-6.8600876471,138.4290726105
356,-6.759202939399999,138.4200071321
357,25.51115496826056,120.07793624621056
358,54.220395233943904,-165.5996598940878
359,54.238860310407695,-165.61379248383847
360,54.23915426562903,-165.6127111788387
361,54.22056738995,-165.59800879230002
362,54.239080812800005,-165.61036232905
363,54.23826093643077,-165.6137840295385
364,21.1810937879,111.6212363333
365,-38.3179796991,147.61698808075
366,-38.31767557071885,147.61681747094343
367,-38.24898644340001,147.48461293345
368,-38.31851283696667,147.6164039457026
369,-38.24895651370067,147.4849788945723
370,-38.24904511055,147.4845389225
371,-38.24929574,147.4851769825
372,21.486717734765,108.93192713249334
373,29.302119989279724,49.569225202702306
374,14.394102987199998,-17.305203467800986
375,14.420124627419852,-17.29279548048272
376,11.1833333333,123.1333333333
377,28.7208424931,-14.886296421300003
378,28.843363293399996,-14.209499668299998
379,19.259031422441026,-91.71642698953077
380,21.000585257437503,108.9182131241
381,21.000163579731318,108.90215946875546
382,43.387811008549996,-4.3956827374
383,-1.6206941498294118,-149.22692128210588
384,-13.233182930285437,162.9608206107641
385,36.117001637023996,125.98308916376199
386,36.0362976634,126.0114627437
387,36.11713163792538,125.98402552317911
388,35.1439909011,129.9966228316
389,35.078524285449994,129.66329841844998
390,8.001730539028333,-56.898431128041665
391,8.001804530084286,-56.898844394217136
392,8.001754296668706,-56.89838599551429
393,8.0018106959,-56.8990320979
394,8.0026284735,-56.8984897418
395,8.001010651207144,-56.898074913421425
396,24.554916960090768,122.11889724607923
397,43.7279274599,29.4252934566
398,58.02039635890925,-5.655660866418439
399,28.017549967484022,-114.94759400044083
400,27.896907074131644,-114.13346123923543
401,27.89630716455,-114.1331232018
402,2.8493054006500005,-171.36939774689998
403,13.2040184063,158.9520032965
404,13.2176545867,158.9826020891
405,13.228336589815385,158.86364878160768
406,13.1478688338,158.6602990087
407,13.285794557,158.8250037119
408,44.4533333333,136.0266666667
409,44.45294557574068,136.02583678328983
410,44.4533333333,136.0266666667
411,44.4540484534,136.0247414873
412,4.30128923805,-21.6203759988
413,5.4633548871,-22.616401953849998
414,24.3931057817,120.52955746069999
415,-62.7985858348,-60.340251978299996
416,-64.7792084841,-62.7478134261
417,-64.80253837815492,-62.695423881340425
418,-64.7756344808,-63.3039244855
419,-64.85946434356238,-62.85018576802574
420,-64.473408664,-62.3286371367
421,-64.5813674217,-61.7085181893
422,-29.257281849923327,16.866752427165704
423,-29.257128314750002,16.866823409749998
424,-29.25724005413228,16.866757185900177
425,-29.256988275284908,16.866726325418867
426,37.8165251776,-25.5838817097
427,-20.1749350115,-113.1015171298
428,22.3990277128,39.0811318988
429,22.406878595395327,39.08455611171049
430,22.4060771636,39.08418821349999
431,22.406904310257016,39.0846135317886
432,22.4068872614,39.0845775107
433,22.3989700587,39.0810464073
434,22.40697959882121,39.08485054770341
435,22.40555676408346,39.08473820359248
436,-6.9877237053000005,137.6820375199373
437,21.285117534134997,-93.70864042423334
438,21.28934641559367,-93.70848358229367
439,6.403333333300001,100.12833333330002
440,20.76976797672184,108.74741893567759
441,20.7696342047,108.74748020469998
442,0.4731282412861818,127.99188689787965
443,-22.9668078876,-42.6630628481
444,25.9351127421,119.7296950503
445,0.1811626722,-103.652185565
446,3.2711451445,140.881481681
447,2.8889354641,140.9472040483
448,38.3207643157541,120.68479164291804
449,38.2288430137,121.06975372730001
450,54.080871901776476,155.4849914332412
451,54.080799874873506,155.48517997936665
452,38.4264346931,119.0630596606
453,38.42652725605001,119.0628917989
454,-16.457993686480233,171.71389131499419
455,-0.26197976840000003,-150.94176396900002
456,27.9312141923,-114.37762511952167
457,27.918909561711164,-114.28828309307058
458,27.896153419781147,-114.13278313294856
459,27.896836307464135,-114.13368548549829
460,27.89647714325,-114.1328142169
461,27.97025206529561,-114.64058267193596
462,27.896257010713043,-114.13281252551955
463,-44.66766357523846,167.92674865497693
464,-44.667743680179065,167.92667915106048
465,-44.66826412033244,167.9264571868348
466,-44.6675176876,167.9254275796
467,-44.668381359138706,167.92632115672743
468,-44.6684616144,167.9262384033
469,-44.668281707220956,167.92648879583413
470,-44.667787011208915,167.92670147118534
471,29.679467393775237,-94.20172019667906
472,-8.3955031839,154.4611807081
473,17.208539864172,72.854766691204
474,11.5778804464,177.1599809074
475,-15.254152411900002,-134.1565080778
476,21.1720013151,109.7140064323
477,12.7051499049,158.7113452333
478,50.7270836275,-11.1070621173
479,50.74290832718974,-11.111714969116237
480,25.611629607191666,120.07391433920715
481,-15.9492686362,-130.531978017
482,-12.0333102744,8.16562734895
483,21.17325957011899,109.71462053579558
484,21.17255531479743,109.7135516776564
485,21.173779980809805,109.71518081663334
486,21.17278661466812,109.71405153743333
487,65.1381656967,12.31889334485
488,65.14043365766976,12.321069105
489,65.1394255772,12.317662671149998
490,8.010188002778964,98.83132904205475
491,3.625598866370833,-2.8778802253201388
492,24.740098585650003,119.1012739371
493,-0.6341250576,-155.0743221631
494,-26.549630005500003,-47.82851304
495,27.875520733349997,-91.98700937565
496,-16.4017885445,-81.5543660305
497,21.198181511058067,108.27230273775322
498,21.20823615838,108.38955690007178
499,21.2340825653,108.36664714205001
500,65.13950982325,12.317455858699999
501,65.14046649340001,12.320551242650001
502,19.812415632665733,-90.59477437643706
503,19.812381661434348,-90.59491735802577
504,24.78815541264027,119.0611890438699
505,24.88910815655,120.91102377784999
506,24.913618320509997,120.94891231464999
507,24.896789352403047,120.92629335275436
508,25.423205902300005,121.9459587537
509,24.81969854727705,119.10023117785573
510,1.0939675961475612,-1.161432272412195
511,1.12867548175,-1.2754609513500001
512,24.7337631608,119.0241148463
513,3.6914248366,6.5735207605
514,3.3111233406,140.9088010838
515,36.63533364724999,122.58562332235
516,18.2876926451,72.3240511891
517,19.4794391306,71.7144536217
518,3.0817777955000003,6.71661118
519,-37.94786070165933,177.00601067620664
520,-37.948016656122874,177.005674703244
521,24.732361609617925,118.9597058572453
522,-64.54016,0
523,4.401036238343103,0.14766608982586207
524,42.34653583372362,28.067901785764104
525,4.273941434957143,8.175391007139284
526,38.8712605682,123.46242814069998
527,24.8211253937,119.0627624264
528,37.410914373184454,-122.00439544900777
529,35.62228406,126.46802527679999
530,51.502506952,-11.516149828849999
531,-10.6079840393,168.33926244469998
532,34.23611592957881,126.0643496918012
533,24.467716005199996,122.0304319476
534,18.553022969235712,-92.86835572440715
535,24.9890083314,121.0154500395
536,25.072242054300002,121.0628104044
537,24.98900803667451,121.01542702005491
538,57.41608959225902,151.19634164184427
539,57.447960656006536,156.52508437658977
540,57.31151644390924,151.06172132346921
541,35.06041239564286,129.56303334167143
542,30.529364051289228,125.85814894868462
543,24.9929469718,121.01546123480001
544,25.768631358588433,119.39884375203228
545,25.642549595907692,119.36242720623076
546,24.908310357594736,54.26844950108158
547,4.10073471935,7.7896895631000005
548,25.0608715279,121.06509473989999
549,38.47971083151579,121.13036820579123
550,32.300887828639524,-80.84829267106427
551,21.228801555009756,108.35968858265367
552,21.2216373978,108.38589086379999
553,0.15046997248589744,-90.3323309341013
554,24.848098366477778,119.14160765766805
555,24.731599108107144,118.93900014880357
556,24.4561816928,122.05668885779998
557,7.977588531623529,-56.69893770364118
558,7.977622573611429,-56.69917282946
559,7.977503083083957,-56.69871724798343
560,7.975375802199999,-56.70044605625625
561,7.97767019351081,-56.698649548188286
562,7.9770780726,-56.7025224784
563,28.320128143475223,33.3938986059969
564,54.23663690638786,-165.6101047001857
565,26.39089204375,50.240254748400005
566,20.94765438025,109.2784937582
567,-1.2092713277499998,8.771281715599999
568,25.603388367479244,120.06313396511321
569,54.469486582,-164.8918807551
570,-13.186307332683674,-141.427590901149
571,34.802537802372896,126.12088686220373
572,34.800188581687934,126.11709893022241
573,34.80256331078059,126.12125891383057
574,-3.0388823154821853,-39.047444946309746
575,17.700048999407564,71.15793546274958
576,54.12270740956581,155.44562599464103
577,36.76491743953786,-6.592714489393204
578,-28.51920271885,15.82405166345
579,-28.518221379049997,15.825565952949999
580,36.6130733855,140.9649935835
581,36.6131787288,140.9631228696
582,54.23763221369104,-165.61330482281045
583,54.23812598232286,-165.60890250188856
584,54.23796039075807,-165.60898867020643
585,54.2186173495,-165.6166802716
586,29.570043876071264,122.57277951322007
587,-4.640710143533333,151.64831225401332
588,-1.4094333985351353,-102.98148783522163
589,-1.8185785645325583,-110.94021948343257
590,-1.717490534564516,-109.81374173974582
591,-1.618634324611202,-113.3465155536855
592,-2.2744887455500002,-102.2352594788
593,-1.9357453983500004,-109.70121770775
594,-1.28681895865,-102.98381222655
595,-1.92805479125,-112.41784615574998
596,-1.9850235919,-109.6610288619
597,-1.7775876,-109.87916644995
598,-1.32780460955,-102.64656255689998
599,35.8825067569,125.7908379554
600,57.11250957769334,156.11373118860078
601,21.19968938203871,108.22726995429032
602,21.174580026309304,108.41708194888605
603,51.3944713627,155.34959687045
604,52.52373884790307,155.03709560860923
605,4.20763787,7.76998656105
606,33.190264728842855,126.42499056211429
607,33.1920657156815,126.42262958115069
608,25.282195627257398,119.80248942675799
609,2.9535342799407625,-123.87531224876216
610,27.6963819669,121.43813976929998
611,-19.13540100465,-109.6196139784
612,19.863274112243875,-90.83839333142654
613,19.862298012649998,-90.8383511452
614,19.816221339493488,-90.59231152382561
615,19.863663876950003,-90.84066105849999
616,36.51504451833921,122.61335465295045
617,-6.8920985351,138.4849457782
618,-9.2643208468,139.06298186835
619,36.71756603760283,22.115190949809435
620,-1.5389250623,-164.844608365
621,38.56876692113444,118.03954523807329
622,24.51581505158385,52.948794560039126
623,24.5081762785,52.9535786252
624,28.00892932008536,-89.16210666179322
625,16.124312650265605,-62.05353029984798
626,20.217251719900002,110.48851215840001
627,-20.507013243599996,116.463939534
628,-33.83397084360001,18.218450441450003
629,24.8296236858,119.11369381029999
630,24.83094632554615,119.1093735439
631,70.3421632327,23.3955371087
632,-8.242669988040644,8.600282867081432
633,2.4992506049535006,1.263159670468
634,-4.785243202129787,11.60258586385
635,-4.7849672429,11.6030301852
636,-5.156688436099999,10.63076881465
637,-5.5457472753,10.9965338432
638,-8.5505181745,8.6239059302
639,28.474443046936784,-94.29132432932644
640,69.5606941684591,18.742415932567045
641,42.3743712754989,3.1640240564125
642,42.3743491017,3.1640329065
643,42.374915070981125,3.1635888426132865
644,-12.54067198305,-29.66571643185
645,33.01239996638023,-117.79012279187154
646,59.30037748814737,6.325098206671929
647,-17.675395926129788,178.5871810832702
648,-17.676509998384415,178.5882473550487
649,54.1490581801,155.72201179185
650,60.402599350010675,166.17849882777912
651,34.227381097558336,126.07018091994999
652,38.8456841563,120.9441435131
653,70.05942726718375,21.33182050555375
654,-28.67098269557778,16.510873806203705
655,29.4181107845,122.44497162959999
656,36.58363639362499,122.2793224294841
657,36.5240700861,122.23636136729999
658,5.171762576115662,115.18394093508013
659,57.815457903550005,4.5355156617
660,57.8154361569,4.535807248949999
661,43.51832932999999,-5.2637073597
662,36.537308769750005,122.5392838106
663,-1.3665995377,-89.7412943218
664,-0.23877818034999998,-90.8586983862
665,-0.36659939145000003,-90.57892482475
666,-0.7371731842405064,-90.07405211041898
667,18.587015835099997,177.1031816536
668,24.6703972797,119.209361502
669,53.468937865249096,6.542917068816363
670,53.46638591882602,6.539229509282926
671,53.81733636715,4.5140434292
672,29.6261576684,-94.32118371185713
673,-34.3434620908084,18.817212137016806
674,6.4433333333,115.4316666667
675,-1.5092214449000003,-103.6221093779
676,24.988438597828022,121.01735124151911
677,24.9890041964,121.0170151296
678,34.6551314827,129.4681133079
679,-2.4612846722,178.5950846049
680,70.7747463204,27.2208873546
681,70.07233647935,19.3388021498
682,70.07375378019655,19.339098914351727
683,-20.578714993650003,114.77862352880001
684,-20.573081632,114.777276214
685,-20.577243365999998,114.77668573029999
686,-19.852898808103447,114.51046820790344
687,35.5490537657,126.3150613638
688,38.867410729884966,120.92639779927512
689,30.876947515199998,122.2533782253
690,-4.5279030023,11.554671071849999
691,-4.6087457683499995,11.4606692857
692,-4.5273506357999995,11.555228326749999
693,-4.527184257093103,11.556128638806895
694,24.4964840167,119.43234505
695,19.86365447275,-90.84015118575
696,19.81446592947742,-90.5929485724613
697,19.8618431445,-90.83689901135
698,24.772877472881373,121.8527545331343
699,24.74904466585,121.8361436785
700,46.5492448341,-45.9536322962
701,6.372113468277073,3.8441277539365855
702,8.011216928,-56.9972132229
703,8.014227400273468,-57.00054811426016
704,-2.3160053396995526,-179.07910889158103
705,5.094331223838651,-178.3629745939106
706,-1.438087400083557,-179.63759545726577
707,3.2225241323109595,178.08542360360136
708,-2.9990895368,-178.2924329869
709,-30.1364094315,-51.3099918559
710,-30.14355931306984,-51.30387849142381
711,-30.13623307491628,-51.31011005622093
712,-30.1381739899,-51.30733530488442
713,-30.136154275544115,-51.30994211492868
714,57.668245380500004,-7.0440277397
715,36.75098120901692,22.12507946201539
716,-12.155153899066917,-77.02698816428868
717,-12.1551187484,-77.0268705753
718,-12.1551358163008,-77.02700717945544
719,-12.155136524163208,-77.0270060892632
720,-12.155132165499998,-77.0270199303
721,-12.155137321192683,-77.0270043343544
722,8.010656201264556,98.96150893751583
723,8.011346975947598,98.96150314265313
724,8.0114167738,98.9615693206
725,8.01139133095869,98.96154559595298
726,8.01135146302,98.96150219683123
727,38.014819691270525,27.09218347745895
728,-21.1478617064,80.2986047296
729,-8.388393292,138.2673697722
730,-46.1407945626,-60.737550282550004
731,-45.32617757874999,-60.3597445606
732,-46.2394469125,-60.573898989599996
733,-46.0908173862,-60.7102841081
734,-46.2150780094,-60.6281622479
735,-45.5856821503,-60.3826743723
736,-46.2832919136,-60.619637048600005
737,-45.642618690099994,-60.45863430695
738,55.41487630843,155.17061439142472
739,18.5710622202,-92.7751022695
740,18.5518706911,-92.8691032448
741,18.552101665387152,-92.86879688062402
742,24.655473383,118.9545416761
743,35.846766375979996,125.75038294276001
744,-0.2403019347,-90.8579680886
745,-1.0602761613957628,-89.88611851048644
746,-0.1658518619,-90.8296871541
747,-0.5658850641726283,-91.13649556798865
748,-0.628863525519014,-90.9010139878597
749,11.724401780122093,-15.815661664319768
750,-4.7999848553,117.0416958114
751,36.12595940275,120.88900520319999
752,70.1406191184,22.3519575355
753,61.11267831050001,6.0398349853
754,70.07199211935,19.3383334324
755,24.731064702213043,119.07620827970436
756,-6.094920136,107.6275078989
757,-6.0948595509,107.6274913632
758,35.776265656836486,-4.83765209619863
759,38.75576340729468,122.25254083967447
760,33.06714175396905,126.25275684835715
761,28.485810607286236,-94.63032365135962
762,24.7147702172,121.84568877159998
763,59.254069377086374,2.312557210120455
764,59.27502489189571,2.285499863052857
765,59.2542038315,2.31430667485
766,59.25421629586495,2.313181446817056
767,59.275730726536416,2.2851778484497696
768,59.25450028405699,2.3125781338418605
769,18.551939831327275,-92.8682917671
770,18.4920512987,-93.4989291163
771,18.471822864818183,-93.45972367139545
772,18.5504826807,-92.86854178369998
773,34.22994919975,126.06481611055
774,8.00951669129574,98.83278260704242
775,-2.6958207315500005,59.68169487055
776,-1.8502701033500002,58.517896976450004
777,38.6907884512,118.12954215478285
778,38.61929367795492,118.06466368060983
779,25.571790415208035,120.00731105477678
780,13.7551390618,159.1614282499
781,22.8275295759,116.3306630841
782,24.7418846268,118.9494824121
