label,lon,lat
A,-104.5149666667,-18.0782166667
A,-104.5150166667,-18.0783666667
A,-104.5151,-18.0784666667
A,-104.5151166667,-18.0786333333
A,-104.51515,-18.0787333333
A,-104.5152166667,-18.07885
A,-104.51525,-18.07905
A,-104.5146166667,-18.0810166667
A,-104.5084833333,-18.0815666667
A,-104.4720166667,-18.0762833333
A,-104.4619,-18.0754
A,-104.4285333333,-18.0724333333
A,-104.41405,-18.0711166667
A,-104.4116833333,-18.0709
A,-104.4088666667,-18.0706333333
A,-104.4059,-18.0703833333
A,-104.4030833333,-18.0701333333
A,-104.3983,-18.06975
A,-104.3973333333,-18.0696833333
A,-104.3943833333,-18.0694833333
A,-104.3885666667,-18.0691666667
A,-104.38575,-18.0689833333
A,-104.38135,-18.0688
A,-104.3798833333,-18.0687166667
A,-104.3599,-18.0678
A,-104.3264166667,-18.0664
A,-104.3176533333,-18.0661066667
A,-104.3156,-18.06608
A,-104.3125866667,-18.0659733333
A,-104.3092,-18.0658666667
A,-104.30536,-18.0657066667
A,-104.3033333333,-18.0656533333
A,-104.2835833333,-18.0649666667
A,-104.2706833333,-18.064533333300002
A,-104.2507733333,-18.06392
A,-104.23728,-18.06352
A,-104.2347733333,-18.0634666667
A,-104.2318133333,-18.0633866667
A,-104.2207833333,-18.06315
A,-104.1886,-18.0626666667
A,-104.18112,-18.0625866667
A,-104.17855,-18.06255
A,-104.1570333333,-18.0624
A,-104.1279,-18.06255
A,-104.1184,-18.06264
A,-104.1168533333,-18.0626666667
A,-104.1058166667,-18.0628166667
A,-104.09315,-18.0629333333
A,-104.0789833333,-18.0631
A,-104.0492533333,-18.0634666667
A,-104.0370166667,-18.0635833333
A,-104.0335466667,-18.0636266667
A,-104.0325333333,-18.0636266667
A,-104.0299733333,-18.06368
A,-104.0268533333,-18.0637333333
A,-104.02192,-18.0637333333
A,-104.0202933333,-18.06376
A,-104.01635,-18.0637166667
A,-104.01384,-18.0637066667
A,-104.0112533333,-18.0637066667
A,-104.0086933333,-18.0636533333
A,-104.0041866667,-18.0636
A,-104.0017866667,-18.0636
A,-103.99872,-18.0635733333
A,-103.99568,-18.0635733333
A,-103.99272,-18.06352
A,-103.9896,-18.06352
A,-103.9866133333,-18.0634933333
A,-103.9835733333,-18.0634666667
A,-103.9805866667,-18.06344
A,-103.976,-18.0633866667
A,-103.9749333333,-18.0634133333
A,-103.9709333333,-18.0633866667
A,-103.96944,-18.0633333333
A,-103.9658933333,-18.06328
A,-103.9633333333,-18.0632533333
A,-103.9602666667,-18.0632533333
A,-103.9562933333,-18.0631733333
A,-103.9521666667,-18.0631
A,-103.95064,-18.0630666667
A,-103.9434666667,-18.0629666667
A,-103.9369866667,-18.06288
A,-103.9344,-18.0628266667
A,-103.9323666667,-18.0627833333
A,-103.9248,-18.0627166667
A,-103.9095,-18.06265
A,-103.90744,-18.0626933333
A,-103.9049866667,-18.0626666667
A,-103.90184000000001,-18.0626666667
A,-103.8988533333,-18.06272
A,-103.89576,-18.06272
A,-103.8928266667,-18.06272
A,-103.88976,-18.0627466667
A,-103.8862666667,-18.0627733333
A,-103.8812533333,-18.0627733333
A,-103.88064,-18.0627733333
A,-103.8716,-18.0627733333
A,-103.8650666667,-18.0627733333
A,-103.8569866667,-18.0627733333
A,-103.85592,-18.0627466667
A,-103.8527733333,-18.06272
A,-103.84976,-18.0627466667
A,-103.8453066667,-18.0626933333
A,-103.8442933333,-18.0626933333
A,-103.8412,-18.0626666667
A,-103.8375733333,-18.06264
A,-103.8349866667,-18.06264
A,-103.83152,-18.0625866667
A,-103.8279466667,-18.06256
A,-103.82595,-18.06255
A,-103.8224533333,-18.0625333333
A,-103.8198,-18.0625
A,-103.8162666667,-18.06248
A,-103.81312,-18.0624
A,-103.8086933333,-18.0624533333
A,-103.80712,-18.0624533333
A,-103.80304,-18.0625333333
A,-103.8009333333,-18.0625333333
A,-103.7978666667,-18.0625866667
A,-103.7937866667,-18.06264
A,-103.7815833333,-18.0627166667
A,-103.7631166667,-18.06295
A,-103.7524,-18.0630666667
A,-103.7513866667,-18.06312
A,-103.7488,-18.06312
A,-103.7457333333,-18.0631733333
A,-103.7410933333,-18.0631733333
A,-103.7395466667,-18.0632
A,-103.7349066667,-18.0632533333
A,-103.7329066667,-18.0632533333
A,-103.72832,-18.06328
A,-103.7267466667,-18.0633066667
A,-103.7231466667,-18.0633333333
A,-103.7190666667,-18.06336
A,-103.7175466667,-18.0633866667
A,-103.71496,-18.0633866667
A,-103.6925066667,-18.06352
A,-103.6889866667,-18.06352
A,-103.6879733333,-18.06352
A,-103.6849066667,-18.06352
A,-103.6808,-18.0635466667
A,-103.6777333333,-18.06352
A,-103.67368,-18.0635466667
A,-103.6721866667,-18.0635466667
A,-103.66912,-18.06352
A,-103.6665333333,-18.0635466667
A,-103.6630666667,-18.06352
A,-103.65992,-18.06352
A,-103.6573333333,-18.06352
A,-103.6527666667,-18.0635333333
A,-103.6512533333,-18.0635733333
A,-103.6247666667,-18.06355
A,-103.6227733333,-18.0635733333
A,-103.61912,-18.0635466667
A,-103.6176533333,-18.0635733333
A,-103.6145866667,-18.0635466667
A,-103.61144,-18.06352
A,-103.6079733333,-18.06352
A,-103.60544,-18.06352
A,-103.6017866667,-18.0634666667
A,-103.5976533333,-18.06344
A,-103.5952,-18.0633866667
A,-103.5658933333,-18.0633333333
A,-103.56128,-18.0633333333
A,-103.5566133333,-18.0633333333
A,-103.5557066667,-18.0633333333
A,-103.55248,-18.06336
A,-103.5489333333,-18.0633866667
A,-103.54592,-18.0633866667
A,-103.5428533333,-18.0633866667
A,-103.5402933333,-18.06336
A,-103.5372266667,-18.0633866667
A,-103.5341866667,-18.0633866667
A,-103.5310133333,-18.0633866667
A,-103.528,-18.0634133333
A,-103.52488,-18.0634133333
A,-103.5045333333,-18.0634666667
A,-103.5040266667,-18.06344
A,-103.5005066667,-18.06344
A,-103.4979466667,-18.0633866667
A,-103.4938933333,-18.06336
A,-103.4902666667,-18.0633333333
A,-103.48888,-18.0633333333
A,-103.4842333333,-18.0633
A,-103.46432,-18.0633066667
A,-103.4617866667,-18.06328
A,-103.4608,-18.0633066667
A,-103.4571733333,-18.0633066667
A,-103.45352,-18.0633066667
A,-103.45096,-18.0633066667
A,-103.4464533333,-18.0633066667
A,-103.3330166667,-18.0637666667
A,-103.2650333333,-18.0641333333
A,-103.2588166667,-18.0641833333
A,-103.1742833333,-18.06445
A,-103.1213866667,-18.06416
A,-103.1193866667,-18.0641333333
A,-103.1163466667,-18.0641333333
A,-103.1133866667,-18.0641333333
A,-103.0984,-18.0641333333
A,-103.0959733333,-18.0641333333
A,-103.0944266667,-18.0641333333
A,-103.0929333333,-18.0641066667
A,-103.0900266667,-18.0641066667
A,-103.0870133333,-18.06408
A,-103.0841066667,-18.06408
A,-103.0810933333,-18.0640533333
A,-103.0775733333,-18.0640266667
A,-103.0751733333,-18.064
A,-103.0722666667,-18.064
A,-103.0688,-18.0639733333
A,-103.0662933333,-18.0639733333
A,-103.0634133333,-18.0639733333
A,-103.0598933333,-18.06392
A,-103.0568533333,-18.06392
A,-103.0539466667,-18.06392
A,-103.0509866667,-18.06392
A,-103.048,-18.0638666667
A,-103.0450666667,-18.0638933333
A,-103.0421066667,-18.0638933333
A,-103.0390933333,-18.0638933333
A,-103.0361866667,-18.06392
A,-103.0328,-18.06392
A,-103.02976,-18.06392
A,-103.0273066667,-18.0639733333
A,-103.0244,-18.0639733333
A,-103.02144,-18.064
A,-103.01848,-18.0640533333
A,-103.0154666667,-18.0640533333
A,-103.01264,-18.0641066667
A,-102.8572533333,-18.0664533333
A,-102.8553066667,-18.0664
A,-102.85384,-18.0663733333
A,-102.8508533333,-18.0663466667
A,-102.8477866667,-18.06624
A,-102.8431466667,-18.0661333333
A,-102.8401333333,-18.0661066667
A,-102.8385333333,-18.06608
A,-102.8356533333,-18.0660266667
A,-102.8325333333,-18.0658833333
A,-102.82304,-18.0656266667
A,-102.8198666667,-18.06552
A,-102.8154666667,-18.06544
A,-102.8138666667,-18.0654133333
A,-102.8093333333,-18.06528
A,-102.80728,-18.0652533333
A,-102.80512,-18.0652
A,-102.8017066667,-18.06512
A,-102.7996533333,-18.06512
A,-102.7956,-18.0650133333
A,-102.7926133333,-18.0649866667
A,-102.7901066667,-18.0649333333
A,-102.7874666667,-18.06496
A,-102.7839733333,-18.06488
A,-102.7783733333,-18.0647466667
A,-102.7768,-18.0647733333
A,-102.77384,-18.0647733333
A,-102.7670933333,-18.06464
A,-102.7655733333,-18.06464
A,-102.75985,-18.0645166667
A,-102.7471466667,-18.0644
A,-102.7394833333,-18.0643666667
A,-102.6740166667,-18.0642
A,-102.54065,-18.0628666667
A,-102.5381,-18.0628333333
A,-102.5095166667,-18.0623833333
A,-102.4549,-18.0613166667
A,-102.4495,-18.0611666667
A,-102.44855,-18.0611166667
A,-102.3796,-18.0593833333
A,-102.1471166667,-18.0517166667
A,-102.1461333333,-18.0517
A,-102.1435,-18.0516
A,-102.1074333333,-18.0504
A,-102.1068833333,-18.0503833333
A,-102.1038333333,-18.0503833333
A,-102.1007666667,-18.0503833333
A,-102.0976833333,-18.0503833333
A,-102.0941666667,-18.0504166667
A,-102.0910666667,-18.0504333333
A,-102.08555,-18.0504333333
A,-102.0824833333,-18.05045
A,-102.0788,-18.0504333333
A,-102.0747733333,-18.0504
A,-102.0717066667,-18.0504
A,-102.0595333333,-18.05035
A,-102.0345333333,-18.0501333333
A,-102.0188166667,-18.0501833333
A,-102.0147166667,-18.0502333333
A,-101.9638666667,-18.0506666667
A,-101.93992,-18.0508266667
A,-101.9345166667,-18.0508833333
A,-101.9074666667,-18.0509066667
A,-101.9004266667,-18.0508533333
A,-101.8958666667,-18.0508533333
A,-101.8924,-18.0508
A,-101.8904,-18.0508
A,-101.87635,-18.0506833333
A,-101.8654133333,-18.05064
A,-101.8336,-18.0503733333
A,-101.8157066667,-18.0501866667
A,-101.8126666667,-18.0501333333
A,-101.8090666667,-18.0501333333
A,-101.8071733333,-18.0501333333
A,-101.80368,-18.0501333333
A,-101.8002133333,-18.0501333333
A,-101.7976,-18.0501066667
A,-101.7952,-18.0501066667
A,-101.7920533333,-18.0501066667
A,-101.7896266667,-18.05008
A,-101.78664,-18.05008
A,-101.7830666667,-18.0501066667
A,-101.7790933333,-18.05008
A,-101.7770133333,-18.0501066667
A,-101.7745066667,-18.0501066667
A,-101.7482666667,-18.0502133333
A,-101.7407466667,-18.0502133333
A,-101.7266933333,-18.0502933333
A,-101.72315,-18.0503166667
A,-101.7079733333,-18.05048
A,-101.7024266667,-18.0505066667
A,-101.70192,-18.0505066667
A,-101.6984533333,-18.05056
A,-101.6953333333,-18.0505866667
A,-101.6929066667,-18.0505866667
A,-101.68992,-18.0506133333
A,-101.6869066667,-18.0505866667
A,-101.6838933333,-18.05064
A,-101.6802666667,-18.0506666667
A,-101.6778666667,-18.0506666667
A,-101.6718133333,-18.0506666667
A,-101.6682666667,-18.05072
A,-101.6657333333,-18.0507733333
A,-101.6606933333,-18.0508
A,-101.6576,-18.0508266667
A,-101.6556266667,-18.0508533333
A,-101.6521333333,-18.05088
A,-101.6505866667,-18.0509066667
A,-101.64744,-18.05096
A,-101.64392,-18.05104
A,-101.6414666667,-18.0510666667
A,-101.6364533333,-18.05112
A,-101.6324,-18.0511733333
A,-101.6303733333,-18.0512
A,-101.6288,-18.0512
A,-101.6253066667,-18.05128
A,-101.62216,-18.0513066667
A,-101.6191733333,-18.0513066667
A,-101.6161333333,-18.0513866667
A,-101.6135733333,-18.05144
A,-101.6106133333,-18.0514933333
A,-101.6069866667,-18.0515466667
A,-101.6039466667,-18.0515733333
A,-101.6009066667,-18.0516266667
A,-101.5962666667,-18.0517066667
A,-101.57544,-18.0519466667
A,-101.57192,-18.0519733333
A,-101.5682666667,-18.052
A,-101.56528,-18.052
A,-101.5642133333,-18.052
A,-101.5606666667,-18.0520533333
A,-101.5581866667,-18.0520266667
A,-101.5525866667,-18.0520533333
A,-101.5485066667,-18.05208
A,-101.5475733333,-18.0521066667
A,-101.5430133333,-18.0521066667
A,-101.5394133333,-18.05216
A,-101.5384,-18.0521866667
A,-101.53528,-18.0521866667
A,-101.5322933333,-18.05224
A,-101.5292,-18.05224
A,-101.5257333333,-18.05224
A,-101.52312,-18.05224
A,-101.5165666667,-18.0522833333
A,-101.50945,-18.0522833333
A,-101.50688,-18.0522666667
A,-101.50384,-18.05224
A,-101.5007466667,-18.0522133333
A,-101.4982133333,-18.0521866667
A,-101.4941333333,-18.0521866667
A,-101.4921066667,-18.0521866667
A,-101.4891733333,-18.0521866667
A,-101.486,-18.0521866667
A,-101.4824266667,-18.0521866667
A,-101.4799466667,-18.0521866667
A,-101.47536,-18.0521866667
A,-101.46928,-18.0522133333
A,-101.454,-18.05224
A,-101.4347466667,-18.05232
A,-101.4301666667,-18.0523666667
A,-101.4139733333,-18.0525066667
A,-101.41256,-18.05248
A,-101.4095466667,-18.0525066667
A,-101.4065333333,-18.0525066667
A,-101.40352,-18.0525066667
A,-101.4005333333,-18.0525066667
A,-101.39744,-18.0525066667
A,-101.3943733333,-18.0525066667
A,-101.3910133333,-18.0525066667
A,-101.3884,-18.0525066667
A,-101.38448,-18.0525333333
A,-101.3728533333,-18.0525333333
A,-101.3659466667,-18.0525866667
A,-101.33672,-18.0525333333
A,-101.32576,-18.05256
A,-101.3232266667,-18.0525333333
A,-101.3152,-18.0525866667
A,-101.31328,-18.0525866667
A,-101.3117866667,-18.0525866667
A,-101.29536,-18.05264
A,-101.2928533333,-18.0526933333
A,-101.2893866667,-18.05264
A,-101.2868,-18.05264
A,-101.2839466667,-18.0525866667
A,-101.2808533333,-18.0526133333
A,-101.2774666667,-18.0526133333
A,-101.27408,-18.05256
A,-101.27104,-18.0525866667
A,-101.2690133333,-18.0525866667
A,-101.2661066667,-18.0525866667
A,-101.26304,-18.0525333333
A,-101.2282166667,-18.05215
A,-101.2172333333,-18.052
A,-101.2142833333,-18.0519333333
A,-101.2127733333,-18.05192
A,-101.20872,-18.0518666667
A,-101.2052,-18.05184
A,-101.2031733333,-18.0518133333
A,-101.2002666667,-18.0517866667
A,-101.1971733333,-18.0517866667
A,-101.1925866667,-18.0517066667
A,-101.1901333333,-18.0517333333
A,-101.18752,-18.0517066667
A,-101.1525,-18.0515
A,-101.0831,-18.05075
A,-101.0644833333,-18.0505833333
A,-101.0090666667,-18.0498666667
A,-100.9915733333,-18.0496
A,-100.9880533333,-18.0495733333
A,-100.9606133333,-18.0491733333
A,-100.9561333333,-18.04912
A,-100.9525866667,-18.04912
A,-100.9495733333,-18.0490933333
A,-100.9470666667,-18.0490666667
A,-100.94312,-18.04904
A,-100.9410666667,-18.0490133333
A,-100.9381333333,-18.04896
A,-100.9361066667,-18.04896
A,-100.9330933333,-18.0489333333
A,-100.9301333333,-18.04888
A,-100.9270933333,-18.0488533333
A,-100.92368,-18.0487733333
A,-100.9201066667,-18.04872
A,-100.9176266667,-18.0486666667
A,-100.9145866667,-18.0485866667
A,-100.9116533333,-18.04856
A,-100.9082666667,-18.0485333333
A,-100.9052266667,-18.0485066667
A,-100.9022933333,-18.0485066667
A,-100.8976533333,-18.0484
A,-100.8956533333,-18.0484
A,-100.8917866667,-18.0483733333
A,-100.88616,-18.0482666667
A,-100.88424,-18.04824
A,-100.8798666667,-18.0481866667
A,-100.8778133333,-18.04816
A,-100.8758133333,-18.0481066667
A,-100.8722666667,-18.0480533333
A,-100.8678666667,-18.048
A,-100.7148,-18.0477866667
A,-100.7118666667,-18.0477866667
A,-100.7083733333,-18.0477866667
A,-100.7044266667,-18.0478666667
A,-100.7029866667,-18.04784
A,-100.69944,-18.0478933333
A,-100.6955733333,-18.0478933333
A,-100.68008,-18.0480266667
A,-100.6781333333,-18.0480533333
A,-100.6752,-18.0481066667
A,-100.67264,-18.0481066667
A,-100.6697333333,-18.0481066667
A,-100.66664,-18.0481866667
A,-100.66424,-18.0481333333
A,-100.6611733333,-18.0482133333
A,-100.6585866667,-18.04824
A,-100.6556533333,-18.0482933333
A,-100.6516266667,-18.0483733333
A,-100.6491733333,-18.0483733333
A,-100.6461333333,-18.0484
A,-100.6436533333,-18.0484266667
A,-100.6406933333,-18.0484533333
A,-100.6376266667,-18.0485066667
A,-100.6341333333,-18.0485866667
A,-100.6275733333,-18.04872
A,-100.6251733333,-18.0487733333
A,-100.6220266667,-18.0488266667
A,-100.61848,-18.0489333333
A,-100.6160533333,-18.04896
A,-100.6124533333,-18.04904
A,-100.61,-18.04912
A,-100.6014666667,-18.0492533333
A,-100.6004,-18.0493066667
A,-100.5888,-18.0495466667
A,-100.4525333333,-18.0500166667
A,-100.4366666667,-18.0496
A,-100.4272833333,-18.0494166667
A,-100.4252666667,-18.0493333333
A,-100.4223166667,-18.0493333333
A,-100.4203,-18.0493
A,-100.41295,-18.0491666667
A,-100.3384833333,-18.0475666667
A,-100.2817833333,-18.0461666667
A,-100.2803333333,-18.0461333333
A,-100.2762666667,-18.0460166667
A,-100.2741666667,-18.0459666667
A,-100.2712,-18.0458833333
A,-100.2681833333,-18.04585
A,-100.2651666667,-18.04575
A,-100.2621,-18.0457
A,-100.2591666667,-18.0456166667
A,-100.2560166667,-18.04555
A,-100.2530333333,-18.0454833333
A,-100.08165,-18.0418166667
A,-100.0632833333,-18.0416333333
A,-100.0384,-18.04176
A,-100.03016,-18.04184
A,-100.02344,-18.0418666667
A,-99.98445,-18.0419333333
A,-99.98245,-18.0418666667
A,-99.9789,-18.0418833333
A,-99.9733,-18.0418833333
A,-99.9685,-18.0418666667
A,-99.9671166667,-18.04185
A,-99.9598333333,-18.0417333333
A,-99.95055,-18.0417166667
A,-99.94752,-18.0417066667
A,-99.9291166667,-18.0415333333
A,-99.9224833333,-18.0414666667
A,-99.9133833333,-18.04145
A,-99.86536,-18.0409333333
A,-99.85688,-18.0407733333
A,-99.8528,-18.0407333333
A,-99.8457,-18.0405666667
A,-99.8365,-18.04045
A,-99.7682,-18.0399
A,-99.7445866667,-18.03976
A,-99.7419733333,-18.0397333333
A,-99.7389866667,-18.0397333333
A,-99.7358666667,-18.0397333333
A,-99.7309066667,-18.03976
A,-99.7282933333,-18.0397333333
A,-99.7258133333,-18.0397066667
A,-99.7231733333,-18.03968
A,-99.7197066667,-18.0396533333
A,-99.7135733333,-18.0396
A,-99.7044,-18.0395733333
A,-99.70144,-18.0394933333
A,-99.6989066667,-18.0394933333
A,-99.6948,-18.03944
A,-99.6903466667,-18.0393866667
A,-99.6893866667,-18.0393866667
A,-99.6842666667,-18.0393333333
A,-99.6826933333,-18.03936
A,-99.6806933333,-18.0393333333
A,-99.6576533333,-18.03912
A,-99.6440666667,-18.03895
A,-99.6405166667,-18.0389166667
A,-99.6370166667,-18.0389
A,-99.6291466667,-18.0388
A,-99.6241,-18.0387166667
A,-99.6235833333,-18.0387
A,-99.6000533333,-18.0382666667
A,-99.5976,-18.0381866667
A,-99.5959733333,-18.0381333333
A,-99.58752,-18.0380533333
A,-99.5845066667,-18.0379733333
A,-99.5814933333,-18.0379466667
A,-99.57848,-18.0378666667
A,-99.57552,-18.0378133333
A,-99.5724266667,-18.0377866667
A,-99.5689866667,-18.0377333333
A,-99.5668533333,-18.0377066667
A,-99.5634133333,-18.0376266667
A,-99.5598666667,-18.0375333333
A,-99.55744,-18.03752
A,-99.5538666667,-18.03752
A,-99.526,-18.0371333333
A,-99.52408,-18.0370933333
A,-99.5198933333,-18.03712
A,-99.5169866667,-18.0370133333
A,-99.51304,-18.03696
A,-99.5099733333,-18.03696
A,-99.5084533333,-18.0369066667
A,-99.506,-18.0369066667
A,-99.5019466667,-18.0368533333
A,-99.49992,-18.03688
A,-99.4934933333,-18.0368533333
A,-99.4744533333,-18.0366666667
A,-99.4518666667,-18.0365866667
A,-99.4487466667,-18.03656
A,-99.44576,-18.0365333333
A,-99.4386666667,-18.0365066667
A,-99.4335466667,-18.0365066667
A,-99.4310666667,-18.0365066667
A,-99.4281066667,-18.0365066667
A,-99.4240533333,-18.0365333333
A,-99.4173333333,-18.0365333333
A,-99.4148,-18.03656
A,-99.4112,-18.0365333333
A,-99.40928,-18.0365866667
A,-99.4057066667,-18.03656
A,-99.4036266667,-18.0365333333
A,-99.39864,-18.0365866667
A,-99.3925333333,-18.0365333333
A,-99.3678666667,-18.03656
A,-99.3663466667,-18.0365333333
A,-99.3617066667,-18.0365333333
A,-99.3571733333,-18.03656
A,-99.35408,-18.03656
A,-99.35104,-18.0365066667
A,-99.3474133333,-18.03656
A,-99.3449066667,-18.03656
A,-99.3416,-18.0365333333
A,-99.3156,-18.0367466667
A,-99.3146933333,-18.0367466667
A,-99.3113866667,-18.0367733333
A,-99.3084,-18.0368
A,-99.3047466667,-18.0368266667
A,-99.30224,-18.0368533333
A,-99.2924,-18.03688
A,-99.2882666667,-18.0368533333
A,-99.2867733333,-18.03688
A,-99.2836533333,-18.0369066667
A,-99.2790133333,-18.0369066667
A,-99.27595,-18.0369166667
A,-99.2693066667,-18.0369866667
A,-99.2662133333,-18.03704
A,-99.2646133333,-18.03704
A,-99.2610666667,-18.0370666667
A,-99.2523833333,-18.0370666667
A,-99.2399466667,-18.0371466667
A,-99.2369066667,-18.03712
A,-99.2327733333,-18.0371466667
A,-99.2301866667,-18.0371733333
A,-99.22768,-18.0372
A,-99.2245333333,-18.0372
A,-99.22152,-18.0372533333
A,-99.21832,-18.0373066667
A,-99.21528,-18.0373333333
A,-99.2121333333,-18.0373866667
A,-99.2085066667,-18.0374666667
A,-99.2060266667,-18.03744
A,-99.18744,-18.0374666667
A,-99.1341666667,-18.0373166667
A,-99.1114666667,-18.0373866667
A,-99.07376,-18.0372266667
A,-99.0711466667,-18.0371733333
A,-99.0675733333,-18.03712
A,-99.06632,-18.03712
A,-99.0316833333,-18.0366666667
A,-98.9683333333,-18.0358
A,-98.96432,-18.0357333333
A,-98.8417666667,-18.0344333333
A,-98.8299,-18.0344
A,-98.7818833333,-18.0338333333
A,-98.78085,-18.0338
A,-98.7772666667,-18.0337333333
A,-98.7566133333,-18.0336
A,-98.7535733333,-18.0336
A,-98.7498666667,-18.0336
A,-98.7489066667,-18.0336
A,-98.7411466667,-18.0336
A,-98.7401066667,-18.0336
A,-98.7370133333,-18.0335733333
A,-98.7349333333,-18.0335733333
A,-98.7317866667,-18.0335733333
A,-98.7277333333,-18.03352
A,-98.7255733333,-18.0335733333
A,-98.7223733333,-18.0335466667
A,-98.7193066667,-18.03352
A,-98.7161066667,-18.0334933333
A,-98.71304,-18.0334666667
A,-98.7089866667,-18.0334133333
A,-98.7062666667,-18.0333866667
A,-98.7031733333,-18.0333333333
A,-98.7,-18.0332533333
A,-98.6969066667,-18.0332
A,-98.6937866667,-18.0331466667
A,-98.6907466667,-18.0330666667
A,-98.6874933333,-18.0329866667
A,-98.6844,-18.0329333333
A,-98.6812533333,-18.03288
A,-98.6782133333,-18.0328
A,-98.6750933333,-18.03272
A,-98.67096,-18.03264
A,-98.6683733333,-18.0325866667
A,-98.66584,-18.0325866667
A,-98.66272,-18.0325066667
A,-98.6585066667,-18.0324266667
A,-98.6192833333,-18.0317666667
A,-98.6088666667,-18.0316333333
A,-98.54095,-18.0304333333
A,-98.5279333333,-18.0301666667
A,-98.4642666667,-18.02872
A,-98.4622133333,-18.0286666667
A,-98.45968,-18.02864
A,-98.45664,-18.0285866667
A,-98.4545066667,-18.02856
A,-98.4514666667,-18.0284533333
A,-98.4493866667,-18.0284
A,-98.44576,-18.0282666667
A,-98.4417066667,-18.0282133333
A,-98.4395466667,-18.0281333333
A,-98.4287733333,-18.0278933333
A,-98.4266666667,-18.02784
A,-98.42048,-18.0276533333
A,-98.4179466667,-18.0276
A,-98.4132533333,-18.02744
A,-98.406,-18.0271733333
A,-98.3268166667,-18.0241
A,-98.3146333333,-18.0236666667
A,-98.2951333333,-18.0231
A,-98.28075,-18.02275
A,-98.2786666667,-18.0226833333
A,-98.1568166667,-18.0204
A,-98.0058,-18.0203166667
A,-98.00225,-18.0202666667
A,-98.0001333333,-18.0202833333
A,-97.9980666667,-18.02035
A,-97.9949666667,-18.0204
A,-97.9908166667,-18.0205
A,-97.98785,-18.0206166667
A,-97.98525,-18.0206666667
A,-97.98275,-18.0207166667
A,-97.9786166667,-18.0208333333
A,-97.9765833333,-18.0209
A,-97.95575,-18.0213833333
A,-97.9222333333,-18.0224
A,-97.92065,-18.0224333333
A,-97.7160266667,-18.0271733333
A,-97.65255,-18.0270833333
A,-97.6477866667,-18.0270666667
A,-97.6156166667,-18.0273
A,-97.6146166667,-18.0273
A,-97.61155,-18.0273
A,-97.58512,-18.0276
A,-97.5800533333,-18.02768
A,-97.5775166667,-18.0277
A,-97.5352266667,-18.0281333333
A,-97.5151833333,-18.0283
A,-97.5097866667,-18.0283466667
A,-97.5051333333,-18.0283833333
A,-97.4922666667,-18.0284533333
A,-97.4907733333,-18.0285066667
A,-97.4872,-18.0285333333
A,-97.4842133333,-18.0285866667
A,-97.4818133333,-18.02856
A,-97.4782933333,-18.0285866667
A,-97.47584,-18.0286133333
A,-97.4722933333,-18.02864
A,-97.4702666667,-18.02864
A,-97.46728,-18.0286666667
A,-97.4578933333,-18.02872
A,-97.4549333333,-18.0287466667
A,-97.4508533333,-18.0288
A,-97.43045,-18.0288166667
A,-97.4284,-18.02885
A,-97.3905066667,-18.0285333333
A,-97.38592,-18.0284533333
A,-97.3833866667,-18.0284266667
A,-97.38032,-18.0283466667
A,-97.37736,-18.0282666667
A,-97.3743733333,-18.02824
A,-97.37144,-18.0281866667
A,-97.3684,-18.0281066667
A,-97.3649866667,-18.0280533333
A,-97.3623733333,-18.0279733333
A,-97.3590133333,-18.0279466667
A,-97.3525333333,-18.02784
A,-97.3228533333,-18.0272533333
A,-97.3203466667,-18.0271733333
A,-97.3148666667,-18.0270166667
A,-97.3109066667,-18.0269333333
A,-97.3079733333,-18.0268
A,-97.30552,-18.0267466667
A,-97.3024533333,-18.02664
A,-97.2985333333,-18.0265066667
A,-97.2965066667,-18.0264266667
A,-97.2935466667,-18.02632
A,-97.2905866667,-18.0262666667
A,-97.26176,-18.0252
A,-97.2593066667,-18.0251466667
A,-97.25832,-18.02512
A,-97.2553066667,-18.02496
A,-97.25288,-18.0249066667
A,-97.24936,-18.0248
A,-97.2469066667,-18.0246933333
A,-97.2438666667,-18.0246133333
A,-97.2405066667,-18.0245333333
A,-97.2378933333,-18.0244533333
A,-97.23488,-18.0243733333
A,-97.2314666667,-18.0242933333
A,-97.22752,-18.02424
A,-97.22552,-18.0241866667
A,-97.2185866667,-18.0240266667
A,-97.2161066667,-18.0239466667
A,-97.2135333333,-18.0239
A,-97.18392,-18.02304
A,-97.18144,-18.0229866667
A,-97.1769333333,-18.0229333333
A,-97.1730666667,-18.0228266667
A,-97.1716266667,-18.0228533333
A,-97.1630933333,-18.0227733333
A,-97.1546133333,-18.02264
A,-97.1511733333,-18.0225866667
A,-97.1500833333,-18.0225666667
A,-97.113066666700007,-18.02224
A,-97.1124533333,-18.02224
A,-97.1085333333,-18.0221333333
A,-97.1064533333,-18.0221066667
A,-97.10352,-18.0221066667
A,-97.1005333333,-18.022
A,-97.0976,-18.0219733333
A,-97.0945066667,-18.0218933333
A,-97.09152,-18.02184
A,-97.0881333333,-18.0217866667
A,-97.0850133333,-18.0217333333
A,-97.08144,-18.0217066667
A,-97.0790133333,-18.02168
A,-97.07592,-18.02168
A,-97.0729333333,-18.0216266667
A,-97.0699733333,-18.0215733333
A,-97.0658666667,-18.02152
A,-97.0189066667,-18.0206133333
A,-97.0087,-18.0204333333
A,-97.00016,-18.0202666667
A,-96.9535733333,-18.0192
A,-96.95264,-18.0191733333
A,-96.94952,-18.01912
