lon_bin,lat_bin,hours
-178.5,13.5,1854.2441666666666
-178.5,14.5,827.3694444444444
-178.5,15.5,191.9920833333333
-178.5,16.5,407.0743055555555
-178.5,17.5,351.60486111111123
-178.5,18.5,88.31374999999998
-178.5,19.5,436.93847222222223
-178.5,20.5,239.06222222222223
-178.5,21.5,266.8897222222222
-178.5,22.5,140.24208333333334
-178.5,23.5,122.39583333333331
-178.5,24.5,156.75819444444446
-178.5,25.5,40.919027777777785
-178.5,26.5,6.02069444444445
-178.5,27.5,6.45583333333333
-178.5,28.5,88.6099999999999
-178.5,29.5,45.99250000000001
-178.5,30.5,31.36875000000001
-178.5,31.5,165.2801388888889
-178.5,32.5,467.78180555555554
-178.5,33.5,242.0545833333333
-178.5,34.5,57.06763888888888
-178.5,35.5,142.46680555555557
-178.5,36.5,174.98527777777778
-178.5,37.5,77.18402777777774
-178.5,38.5,404.1820833333333
-178.5,39.5,562.6754166666666
-178.5,40.5,12.62458333333334
-178.5,41.5,25.096805555555555
-178.5,42.5,54.68694444444446
-178.5,51.5,2111.08125
-178.5,52.5,408.6166666666667
-178.5,53.5,31.174305555555556
-178.5,54.5,9.210555555555556
-178.5,58.5,114.67500000000001
-178.5,59.5,1553.3945833333332
-178.5,60.5,12234.354722222222
-178.5,61.5,15914.029999999999
-178.5,62.5,2622.550694444444
-178.5,63.5,4330.701388888889
-178.5,64.5,5842.740138888889
-178.5,65.5,2106.057638888888
-178.5,66.5,3.8570833333333345
-178.5,72.5,1.6543055555555561
-177.5,-77.5,90.97152777777777
-177.5,-76.5,3.3623611111111122
-177.5,-75.5,1.9544444444444442
-177.5,-74.5,5.721805555555554
-177.5,-73.5,117.9888888888889
-177.5,-72.5,52.061805555555544
-177.5,-71.5,41.04986111111111
-177.5,-70.5,85.18791666666665
-177.5,-69.5,6.89777777777778
-177.5,-67.5,8.070833333333333
-177.5,-66.5,28.961527777777775
-177.5,-65.5,1.5651388888888884
-177.5,-64.5,5.35625
-177.5,-57.5,4.114583333333337
-177.5,-56.5,4.592638888888888
-177.5,-52.5,8.267916666666666
-177.5,-51.5,6.806111111111113
-177.5,-50.5,5.883333333333335
-177.5,-49.5,5.345000000000001
-177.5,-45.5,12.110416666666662
-177.5,-44.5,746.587361111111
-177.5,-43.5,3442.814722222222
-177.5,-42.5,398.11736111111117
-177.5,-41.5,2.7374999999999967
-177.5,-40.5,8.348333333333334
-177.5,-39.5,11.645138888888889
-177.5,-38.5,21.633055555555558
-177.5,-37.5,7.779861111111112
-177.5,-36.5,49.98986111111111
-177.5,-35.5,205.41180555555556
-177.5,-34.5,12.935138888888892
-177.5,-32.5,6.347083333333333
-177.5,-31.5,12.675416666666667
-177.5,-30.5,37.09097222222222
-177.5,-29.5,7.35791666666667
-177.5,-28.5,10.194583333333336
-177.5,-27.5,10.60013888888889
-177.5,-26.5,26.214166666666667
-177.5,-25.5,110.47305555555558
-177.5,-24.5,30.00013888888889
-177.5,-23.5,115.29652777777778
-177.5,-22.5,407.8345833333334
-177.5,-21.5,135.32916666666668
-177.5,-20.5,194.74736111111105
-177.5,-19.5,345.4661111111111
-177.5,-18.5,551.7673611111111
-177.5,-17.5,543.9499999999999
-177.5,-16.5,560.11875
-177.5,-15.5,850.9944444444444
-177.5,-14.5,571.8865277777777
-177.5,-13.5,418.46847222222226
-177.5,-12.5,498.19097222222223
-177.5,-11.5,444.31874999999997
-177.5,-10.5,780.6533333333334
-177.5,-9.5,1851.7708333333333
-177.5,-8.5,2299.1044444444447
-177.5,-7.5,4542.081527777778
-177.5,-6.5,5357.874861111111
-177.5,-5.5,4394.674166666667
-177.5,-4.5,4887.593055555556
-177.5,-3.5,5609.426111111111
-177.5,-2.5,382.8651388888889
-177.5,-1.5,86.82416666666666
-177.5,-0.5,81.44361111111111
-177.5,0.5,114.19249999999998
-177.5,1.5,63.57138888888889
-177.5,2.5,149.5048611111111
-177.5,3.5,110.65666666666668
-177.5,4.5,3941.330138888889
-177.5,5.5,3738.3769444444447
-177.5,6.5,1221.314027777778
-177.5,7.5,335.90458333333333
-177.5,8.5,141.79847222222224
-177.5,9.5,315.0463888888888
-177.5,10.5,396.15486111111113
-177.5,11.5,899.4258333333332
-177.5,12.5,4368.446944444445
-177.5,13.5,2519.5897222222225
-177.5,14.5,681.6002777777777
-177.5,15.5,226.69583333333335
-177.5,16.5,337.5793055555555
-177.5,17.5,141.95791666666668
-177.5,18.5,209.0380555555556
-177.5,19.5,323.3654166666667
-177.5,20.5,59.46986111111109
-177.5,21.5,121.91097222222221
-177.5,22.5,118.78750000000002
-177.5,23.5,129.57916666666665
-177.5,24.5,120.49444444444443
-177.5,25.5,31.52180555555555
-177.5,27.5,11.700277777777787
-177.5,28.5,59.56069444444445
-177.5,29.5,68.14249999999998
-177.5,30.5,27.549999999999994
-177.5,31.5,236.6504166666667
-177.5,32.5,574.5165277777778
-177.5,33.5,434.1116666666667
-177.5,34.5,154.41458333333333
-177.5,35.5,116.56583333333333
-177.5,36.5,394.6081944444445
-177.5,37.5,44.54180555555556
-177.5,38.5,452.48625
-177.5,39.5,257.3658333333333
-177.5,40.5,15.243055555555559
-177.5,41.5,32.49111111111111
-177.5,42.5,69.7751388888889
-177.5,51.5,1945.8316666666667
-177.5,52.5,462.6186111111111
-177.5,53.5,41.88847222222223
-177.5,54.5,9.562777777777779
-177.5,58.5,2066.3913888888887
-177.5,59.5,3913.6161111111114
-177.5,60.5,159.67319444444448
-177.5,61.5,2929.2934722222226
-177.5,62.5,2443.1873611111114
-177.5,63.5,3170.2999999999997
-177.5,64.5,2748.8273611111113
-177.5,65.5,372.85125000000005
-177.5,72.5,1.4277777777777783
-176.5,-78.5,43.56680555555556
-176.5,-77.5,220.66027777777776
-176.5,-76.5,32.367638888888884
-176.5,-75.5,49.1751388888889
-176.5,-74.5,80.35777777777776
-176.5,-73.5,138.86499999999998
-176.5,-72.5,203.34472222222223
-176.5,-71.5,24.50055555555555
-176.5,-70.5,82.29597222222222
-176.5,-67.5,7.2258333333333296
-176.5,-66.5,70.16388888888889
-176.5,-65.5,6.996249999999999
-176.5,-64.5,5.948749999999996
-176.5,-58.5,7.024583333333333
-176.5,-57.5,2.701388888888891
-176.5,-53.5,6.530000000000001
-176.5,-52.5,5.8072222222222205
-176.5,-51.5,7.424027777777779
-176.5,-49.5,4.686527777777779
-176.5,-46.5,1.3698611111111116
-176.5,-45.5,12.172083333333335
-176.5,-44.5,314.7750000000001
-176.5,-43.5,4181.101527777778
-176.5,-42.5,123.43777777777778
-176.5,-41.5,8.313611111111113
-176.5,-38.5,113.11569444444446
-176.5,-37.5,185.8175
-176.5,-36.5,142.47180555555556
-176.5,-35.5,119.6411111111111
-176.5,-34.5,46.54527777777776
-176.5,-32.5,6.524722222222225
-176.5,-31.5,0.441805555555556
-176.5,-30.5,32.982916666666675
-176.5,-29.5,16.48902777777778
-176.5,-28.5,19.291944444444443
-176.5,-27.5,28.003194444444425
-176.5,-26.5,62.199722222222235
-176.5,-25.5,173.51986111111117
-176.5,-24.5,109.27819444444448
-176.5,-23.5,151.9259722222222
-176.5,-22.5,431.02263888888893
-176.5,-21.5,1351.4430555555555
-176.5,-20.5,1162.538611111111
-176.5,-19.5,335.28333333333336
-176.5,-18.5,552.9098611111111
-176.5,-17.5,448.3525
-176.5,-16.5,356.53277777777765
-176.5,-15.5,392.3273611111111
-176.5,-14.5,578.1909722222223
-176.5,-13.5,264.2993055555555
-176.5,-12.5,342.30444444444447
-176.5,-11.5,503.6783333333333
-176.5,-10.5,575.3525000000001
-176.5,-9.5,9092.561944444444
-176.5,-8.5,13262.064444444444
-176.5,-7.5,7130.21
-176.5,-6.5,1953.6852777777779
-176.5,-5.5,3117.671388888889
-176.5,-4.5,4106.167777777778
-176.5,-3.5,3568.193333333333
-176.5,-2.5,1400.2613888888889
-176.5,-1.5,154.32916666666665
-176.5,-0.5,59.93611111111112
-176.5,0.5,6.125833333333328
-176.5,1.5,118.95388888888888
-176.5,2.5,166.92069444444448
-176.5,3.5,144.73930555555552
-176.5,4.5,4097.766111111111
-176.5,5.5,2577.4308333333333
-176.5,6.5,767.1275
-176.5,7.5,195.85652777777779
-176.5,8.5,158.57416666666666
-176.5,9.5,138.66666666666666
-176.5,10.5,210.1026388888889
-176.5,11.5,506.0845833333332
-176.5,12.5,3115.4126388888885
-176.5,13.5,1856.2256944444443
-176.5,14.5,834.1950000000002
-176.5,15.5,279.61263888888885
-176.5,16.5,124.93305555555555
-176.5,17.5,132.95263888888888
-176.5,18.5,64.18430555555557
-176.5,19.5,131.82874999999999
-176.5,20.5,120.18666666666667
-176.5,21.5,96.39333333333333
-176.5,22.5,141.85291666666666
-176.5,23.5,109.78666666666668
-176.5,24.5,83.02166666666669
-176.5,27.5,54.740277777777784
-176.5,29.5,33.43597222222223
-176.5,30.5,57.53888888888888
-176.5,31.5,241.45180555555558
-176.5,32.5,1095.2227777777778
-176.5,33.5,786.1179166666666
-176.5,34.5,306.76625
-176.5,35.5,170.6606944444444
-176.5,36.5,66.46236111111111
-176.5,37.5,77.91569444444444
-176.5,38.5,593.3308333333333
-176.5,39.5,89.32430555555554
-176.5,40.5,49.2377777777778
-176.5,41.5,52.69083333333333
-176.5,42.5,68.87708333333335
-176.5,51.5,4038.6858333333316
-176.5,52.5,800.41
-176.5,53.5,79.02333333333334
-176.5,54.5,9.135833333333334
-176.5,58.5,836.5336111111111
-176.5,59.5,1957.0766666666666
-176.5,60.5,887.7156944444444
-176.5,61.5,684.1076388888889
-176.5,62.5,1043.9327777777778
-176.5,63.5,1257.0851388888889
-176.5,64.5,866.6845833333333
-176.5,65.5,788.5704166666666
-176.5,72.5,2.356666666666671
-175.5,-78.5,57.044583333333335
-175.5,-77.5,45.40388888888889
-175.5,-76.5,5.215277777777777
-175.5,-75.5,393.491111111111
-175.5,-74.5,17.065138888888892
-175.5,-73.5,4.87611111111111
-175.5,-72.5,63.13680555555556
-175.5,-71.5,2.4581944444444455
-175.5,-70.5,16.961111111111116
-175.5,-67.5,10.450416666666664
-175.5,-66.5,22.492777777777775
-175.5,-65.5,9.69236111111111
-175.5,-64.5,6.275416666666665
-175.5,-60.5,3.73638888888889
-175.5,-59.5,7.220972222222223
-175.5,-54.5,5.073888888888889
-175.5,-53.5,5.3283333333333305
-175.5,-52.5,4.68388888888889
-175.5,-51.5,3.3697222222222223
-175.5,-50.5,4.53027777777778
-175.5,-46.5,3.247777777777778
-175.5,-45.5,4.214027777777776
-175.5,-44.5,554.50375
-175.5,-43.5,226.20291666666662
-175.5,-42.5,60.43208333333334
-175.5,-41.5,0.604305555555556
-175.5,-40.5,0.5058333333333335
-175.5,-39.5,4.190833333333329
-175.5,-38.5,19.757083333333334
-175.5,-37.5,36.226527777777775
-175.5,-36.5,3.218611111111111
-175.5,-35.5,49.91986111111113
-175.5,-34.5,102.30652777777779
-175.5,-33.5,47.03236111111113
-175.5,-32.5,3.805833333333333
-175.5,-31.5,20.57916666666663
-175.5,-30.5,29.030555555555555
-175.5,-29.5,12.293472222222226
-175.5,-28.5,10.898333333333332
-175.5,-27.5,9.939583333333335
-175.5,-26.5,176.4659722222222
-175.5,-25.5,249.87180555555557
-175.5,-24.5,132.1952777777778
-175.5,-23.5,233.13944444444445
-175.5,-22.5,324.1006944444444
-175.5,-21.5,2753.9781944444467
-175.5,-20.5,815.88625
-175.5,-19.5,774.5890277777777
-175.5,-18.5,1801.27375
-175.5,-17.5,1807.692638888889
-175.5,-16.5,1274.0751388888891
-175.5,-15.5,1238.6073611111112
-175.5,-14.5,415.8116666666666
-175.5,-13.5,465.54736111111106
-175.5,-12.5,160.55791666666667
-175.5,-11.5,191.48458333333338
-175.5,-10.5,556.9781944444444
-175.5,-9.5,3322.990277777778
-175.5,-8.5,1095.4093055555556
-175.5,-7.5,942.0444444444444
-175.5,-6.5,786.6723611111111
-175.5,-5.5,346.3813888888889
-175.5,-4.5,805.5411111111111
-175.5,-3.5,930.3316666666667
-175.5,-2.5,949.8940277777779
-175.5,-1.5,236.4776388888889
-175.5,-0.5,145.38944444444448
-175.5,0.5,53.46486111111113
-175.5,1.5,97.45875000000001
-175.5,2.5,121.01361111111113
-175.5,3.5,252.65083333333334
-175.5,4.5,5234.613611111111
-175.5,5.5,2585.949861111111
-175.5,6.5,967.53
-175.5,7.5,495.15458333333333
-175.5,8.5,266.7730555555556
-175.5,9.5,196.69236111111107
-175.5,10.5,364.06333333333333
-175.5,11.5,739.5781944444444
-175.5,12.5,3950.5955555555556
-175.5,13.5,1865.8893055555557
-175.5,14.5,565.7572222222221
-175.5,15.5,353.38249999999994
-175.5,16.5,269.17847222222224
-175.5,17.5,167.89041666666668
-175.5,18.5,118.3026388888889
-175.5,19.5,152.85722222222228
-175.5,20.5,40.45652777777779
-175.5,21.5,146.93375
-175.5,22.5,116.28430555555553
-175.5,23.5,144.04680555555555
-175.5,24.5,31.634166666666676
-175.5,27.5,68.55930555555553
-175.5,28.5,13.43694444444445
-175.5,29.5,43.62027777777777
-175.5,30.5,21.421111111111113
-175.5,31.5,287.77138888888885
-175.5,32.5,1007.9304166666666
-175.5,33.5,361.9479166666667
-175.5,34.5,168.14041666666668
-175.5,35.5,122.64111111111117
-175.5,36.5,11.283611111111108
-175.5,37.5,65.91166666666668
-175.5,38.5,1055.520972222222
-175.5,39.5,50.5486111111111
-175.5,40.5,37.40986111111112
-175.5,41.5,28.593055555555562
-175.5,42.5,1313.2841666666666
-175.5,43.5,1.1379166666666665
-175.5,51.5,736.3727777777777
-175.5,52.5,1420.7458333333334
-175.5,53.5,95.24944444444445
-175.5,54.5,9.245138888888889
-175.5,57.5,18.331666666666667
-175.5,58.5,1685.8631944444444
-175.5,59.5,819.0472222222222
-175.5,60.5,805.6138888888888
-175.5,61.5,56.290972222222216
-175.5,62.5,71.65097222222222
-175.5,63.5,569.499861111111
-175.5,64.5,280.1455555555556
-175.5,65.5,510.25694444444446
-174.5,-78.5,1.4483333333333333
-174.5,-77.5,9.406388888888893
-174.5,-76.5,2.861249999999996
-174.5,-75.5,346.2630555555555
-174.5,-74.5,1.2219444444444447
-174.5,-73.5,1.6430555555555553
-174.5,-72.5,6.03097222222222
-174.5,-71.5,9.111249999999995
-174.5,-70.5,4.852361111111112
-174.5,-67.5,1.5891666666666662
-174.5,-66.5,5.741666666666666
-174.5,-65.5,12.141250000000001
-174.5,-64.5,5.15222222222222
-174.5,-61.5,7.1416666666666675
-174.5,-60.5,3.5109722222222226
-174.5,-55.5,4.178472222222223
-174.5,-54.5,5.24375
-174.5,-53.5,5.215138888888889
-174.5,-52.5,4.814861111111112
-174.5,-50.5,5.102916666666666
-174.5,-46.5,5.761944444444448
-174.5,-45.5,8.139999999999999
-174.5,-44.5,618.953888888889
-174.5,-43.5,94.98708333333335
-174.5,-42.5,20.01763888888889
-174.5,-41.5,0.6383333333333326
-174.5,-40.5,5.186527777777775
-174.5,-37.5,1.3105555555555555
-174.5,-36.5,31.67972222222222
-174.5,-35.5,444.64125
-174.5,-34.5,497.6277777777778
-174.5,-33.5,314.75180555555556
-174.5,-32.5,279.5081944444445
-174.5,-31.5,78.03041666666667
-174.5,-30.5,30.213055555555563
-174.5,-28.5,8.288333333333327
-174.5,-27.5,185.59708333333336
-174.5,-26.5,830.2920833333334
-174.5,-25.5,315.2913888888889
-174.5,-24.5,68.29416666666665
-174.5,-23.5,157.01874999999998
-174.5,-22.5,541.2513888888889
-174.5,-21.5,166.6179166666667
-174.5,-20.5,184.73097222222222
-174.5,-19.5,36.29166666666667
-174.5,-18.5,251.09777777777774
-174.5,-17.5,524.8120833333334
-174.5,-16.5,810.1370833333333
-174.5,-15.5,467.2220833333333
-174.5,-14.5,833.7711111111112
-174.5,-13.5,1338.5327777777777
-174.5,-12.5,1186.5401388888888
-174.5,-11.5,939.6361111111111
-174.5,-10.5,4389.993333333334
-174.5,-9.5,4661.783055555556
-174.5,-8.5,1260.7127777777778
-174.5,-7.5,513.5768055555557
-174.5,-6.5,434.9348611111111
-174.5,-5.5,145.70958333333328
-174.5,-4.5,106.41763888888889
-174.5,-3.5,99.80666666666666
-174.5,-2.5,233.54708333333335
-174.5,-1.5,153.6019444444444
-174.5,-0.5,204.12430555555557
-174.5,0.5,113.7190277777778
-174.5,1.5,90.92055555555555
-174.5,2.5,125.12236111111109
-174.5,3.5,1939.47625
-174.5,4.5,5253.352916666667
-174.5,5.5,2931.0843055555556
-174.5,6.5,962.1552777777778
-174.5,7.5,322.34638888888884
-174.5,8.5,119.71097222222224
-174.5,9.5,145.60166666666666
-174.5,10.5,280.76708333333335
-174.5,11.5,864.2008333333334
-174.5,12.5,4427.022777777778
-174.5,13.5,1522.8105555555555
-174.5,14.5,983.6272222222223
-174.5,15.5,418.04152777777784
-174.5,16.5,406.84138888888884
-174.5,17.5,103.12833333333327
-174.5,18.5,78.17333333333335
-174.5,19.5,77.61833333333334
-174.5,20.5,71.13569444444444
-174.5,21.5,119.11944444444447
-174.5,22.5,179.5961111111111
-174.5,23.5,101.02694444444444
-174.5,24.5,11.873750000000003
-174.5,26.5,30.681805555555602
-174.5,28.5,10.498055555555549
-174.5,29.5,25.67319444444444
-174.5,30.5,61.074861111111076
-174.5,31.5,288.9720833333333
-174.5,32.5,866.1840277777778
-174.5,33.5,425.8784722222223
-174.5,34.5,205.70694444444445
-174.5,35.5,35.11500000000001
-174.5,36.5,59.30652777777777
-174.5,37.5,286.24125000000004
-174.5,38.5,1471.9970833333334
-174.5,39.5,122.52208333333337
-174.5,40.5,384.29777777777787
-174.5,41.5,825.2004166666667
-174.5,42.5,1844.540972222222
-174.5,43.5,261.59069444444447
-174.5,51.5,1146.6326388888888
-174.5,52.5,2261.829722222222
-174.5,53.5,99.20847222222221
-174.5,54.5,8.41611111111111
-174.5,56.5,19.744166666666672
-174.5,57.5,472.93875
-174.5,58.5,2770.959861111111
-174.5,59.5,1963.672361111111
-174.5,60.5,664.6688888888889
-174.5,61.5,12.284861111111109
-174.5,62.5,24.97263888888888
-174.5,63.5,1012.2908333333334
-174.5,64.5,310.58680555555554
-174.5,71.5,4.203333333333333
-173.5,-76.5,3.019861111111111
-173.5,-75.5,14.935555555555556
-173.5,-72.5,8.783333333333331
-173.5,-71.5,11.370277777777776
-173.5,-67.5,3.2648611111111108
-173.5,-66.5,3.679583333333333
-173.5,-65.5,9.38944444444445
-173.5,-64.5,10.405972222222227
-173.5,-63.5,4.083333333333331
-173.5,-62.5,7.357083333333334
-173.5,-61.5,0.299722222222222
-173.5,-56.5,1.3847222222222215
-173.5,-55.5,6.480416666666666
-173.5,-54.5,6.378333333333335
-173.5,-52.5,4.467500000000001
-173.5,-51.5,4.132083333333334
-173.5,-50.5,0.7154166666666666
-173.5,-48.5,3.951666666666668
-173.5,-47.5,6.4759722222222225
-173.5,-46.5,3.913055555555552
-173.5,-45.5,4.667499999999998
-173.5,-43.5,2.754166666666666
-173.5,-42.5,2.685694444444445
-173.5,-41.5,4.443888888888889
-173.5,-36.5,98.26847222222224
-173.5,-35.5,933.9123611111111
-173.5,-34.5,721.4020833333334
-173.5,-33.5,512.838888888889
-173.5,-32.5,681.0952777777777
-173.5,-31.5,430.0370833333333
-173.5,-30.5,350.28319444444446
-173.5,-29.5,527.7644444444444
-173.5,-28.5,584.7769444444444
-173.5,-27.5,694.981388888889
-173.5,-26.5,1288.5147222222222
-173.5,-25.5,876.5855555555556
-173.5,-24.5,32.96069444444444
-173.5,-23.5,87.23583333333336
-173.5,-22.5,284.65486111111113
-173.5,-21.5,198.98291666666665
-173.5,-20.5,380.96805555555557
-173.5,-19.5,802.1491666666666
-173.5,-18.5,456.68208333333337
-173.5,-17.5,881.5993055555555
-173.5,-16.5,720.1145833333334
-173.5,-15.5,217.75888888888892
-173.5,-14.5,925.2294444444447
-173.5,-13.5,2137.704027777778
-173.5,-12.5,3450.996527777778
-173.5,-11.5,2708.0826388888886
-173.5,-10.5,7150.859861111111
-173.5,-9.5,4238.766805555556
-173.5,-8.5,1326.0691666666667
-173.5,-7.5,560.6165277777777
-173.5,-6.5,230.87208333333334
-173.5,-5.5,134.17333333333335
-173.5,-4.5,112.9202777777778
-173.5,-3.5,59.76902777777778
-173.5,-2.5,135.01694444444445
-173.5,-1.5,125.83069444444445
-173.5,-0.5,369.00597222222217
-173.5,0.5,212.21902777777777
-173.5,1.5,462.8286111111111
-173.5,2.5,1496.32375
-173.5,3.5,3406.78125
-173.5,4.5,3728.5552777777775
-173.5,5.5,1795.192361111111
-173.5,6.5,882.6395833333335
-173.5,7.5,224.90083333333337
-173.5,8.5,212.0975
-173.5,9.5,199.69402777777768
-173.5,10.5,287.1363888888889
-173.5,11.5,1498.1675
-173.5,12.5,5128.100277777778
